,phase_fold_scaled_flux_k2,phase_fold_time_k2,scaled_error_k2,xmodel_k2,ymodel_k2,yresidual_k2
119,0.9999791605960706,-0.05890542400720733,4.597954362696999e-05,-0.05890542400720733,1.0,-2.083940392938466e-05
391,0.999974620286011,-0.05856202709730951,4.597954362696999e-05,-0.05856202709730951,1.0,-2.5379713988971098e-05
650,0.9999685519016186,-0.058281774366662376,4.597954362696999e-05,-0.058281774366662376,1.0,-3.144809838140361e-05
139,0.9999884303175011,-0.058002658054931544,4.597954362696999e-05,-0.058002658054931544,1.0,-1.1569682498935308e-05
411,1.000019703703264,-0.05767041374309656,4.597954362696999e-05,-0.05767041374309656,1.0,1.970370326409565e-05
670,1.0000729925317313,-0.057387115120775434,4.597954362696999e-05,-0.057387115120775434,1.0,7.299253173131959e-05
159,1.0000019032118792,-0.057101223793608824,4.597954362696999e-05,-0.057101223793608824,1.0,1.903211879206168e-06
431,1.0000196513464221,-0.05677905270624706,4.597954362696999e-05,-0.05677905270624706,1.0,1.965134642212263e-05
689,0.9999746891592878,-0.05649172173406214,4.597954362696999e-05,-0.05649172173406214,1.0,-2.531084071222267e-05
179,0.9999985173149883,-0.05620093149815375,4.597954362696999e-05,-0.05620093149815375,1.0,-1.4826850116556045e-06
451,0.9999981701938109,-0.05588787110133353,4.597954362696999e-05,-0.05588787110133353,1.0,-1.8298061891242057e-06
709,1.000016716278664,-0.05559552688475833,4.597954362696999e-05,-0.05559552688475833,1.0,1.6716278663952977e-05
199,0.9999914805901658,-0.05530176865016756,4.597954362696999e-05,-0.05530176865016756,1.0,-8.519409834151226e-06
470,1.0000631303283645,-0.05499679576467997,4.597954362696999e-05,-0.05499679576467997,1.0,6.313032836446908e-05
729,1.000025680061367,-0.05469852584366208,4.597954362696999e-05,-0.05469852584366208,1.0,2.5680061366939455e-05
